Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,190.3699951171875,193.94000244140625,190.0,192.80999755859375,191.99252319335938,1529700
2020-04-28,196.52999877929688,196.99000549316406,184.8300018310547,189.58999633789062,188.7861785888672,1347600
2020-04-29,192.91000366210938,197.32000732421875,187.8000030517578,195.8699951171875,195.03955078125,1844500
2020-04-30,197.25,202.75,194.11000061035156,195.77999877929688,194.94993591308594,2732700
2020-05-01,192.0,194.8800048828125,185.36000061035156,187.08999633789062,186.29676818847656,1614200
2020-05-04,181.0,186.4199981689453,180.52999877929688,184.61000061035156,183.82728576660156,1525600
2020-05-05,187.02999877929688,192.7899932861328,186.61000061035156,190.38999938964844,189.58277893066406,1440300
2020-05-06,192.27999877929688,193.42999267578125,183.00999450683594,183.42999267578125,182.65228271484375,1438600
2020-05-07,185.52000427246094,187.69000244140625,183.3000030517578,184.17999267578125,183.39910888671875,1127400
2020-05-08,187.1199951171875,189.42999267578125,186.10000610351562,189.27000427246094,188.46754455566406,1300600
2020-05-11,187.6300048828125,191.5399932861328,187.55999755859375,188.99000549316406,188.188720703125,1068100
2020-05-12,190.6999969482422,194.2100067138672,189.55999755859375,189.55999755859375,188.7563018798828,1334600
2020-05-13,188.3300018310547,189.0,178.67999267578125,181.00999450683594,180.2425537109375,1845800
2020-05-14,179.67999267578125,184.4600067138672,176.52000427246094,184.4600067138672,183.6779327392578,1838700
2020-05-15,183.6699981689453,190.41000366210938,183.25999450683594,190.14999389648438,189.3437957763672,1305200
2020-05-18,195.24000549316406,196.1999969482422,193.36000061035156,193.50999450683594,192.68954467773438,1257900
2020-05-19,192.86000061035156,194.97999572753906,190.5,191.77999877929688,190.96688842773438,997200
2020-05-20,193.94000244140625,194.5500030517578,187.5,188.27000427246094,187.47177124023438,1617300
2020-05-21,187.9600067138672,190.22999572753906,186.6699981689453,188.67999267578125,187.88002014160156,1072300
2020-05-22,189.4600067138672,189.75,186.8800048828125,189.0,188.1986846923828,818700
2020-05-26,193.75999450683594,198.0,192.86000061035156,195.9199981689453,195.08934020996094,1542700
2020-05-27,196.63999938964844,199.64999389648438,193.2899932861328,199.4600067138672,198.6143341064453,1288200
2020-05-28,200.0,205.0,199.55999755859375,200.57000732421875,199.71963500976562,1463000
2020-05-29,200.57000732421875,203.3699951171875,195.67999267578125,197.32000732421875,196.48341369628906,2306800
2020-06-01,196.44000244140625,198.80999755859375,194.6199951171875,198.10000610351562,197.26010131835938,1062900
2020-06-02,198.2100067138672,202.50999450683594,196.25,201.30999755859375,200.45648193359375,1964900
2020-06-03,203.55999755859375,204.8699951171875,200.5800018310547,201.36000061035156,200.5062713623047,1404700
2020-06-04,199.4600067138672,204.39999389648438,198.4600067138672,202.38999938964844,201.5319061279297,1259200
2020-06-05,205.0,213.55999755859375,203.41000366210938,209.47999572753906,208.5918426513672,1956000
