Date,Open,High,Low,Close,Adj Close,Volume
2020-04-27,267.55999755859375,271.739990234375,263.010009765625,270.05999755859375,266.5705261230469,1794200
2020-04-28,274.2200012207031,276.79998779296875,262.0,268.2200012207031,264.7543029785156,1789900
2020-04-29,280.0,282.3500061035156,264.0,280.6099853515625,276.98419189453125,2080800
2020-04-30,278.739990234375,285.9800109863281,276.20001220703125,280.7300109863281,277.1026611328125,2098700
2020-05-01,275.3399963378906,277.0,264.6499938964844,269.57000732421875,266.08685302734375,1240800
2020-05-04,268.0,273.510009765625,265.04998779296875,271.0,267.49835205078125,1241600
2020-05-05,274.5,278.82000732421875,269.80999755859375,275.07000732421875,271.5157775878906,1177000
2020-05-06,276.2699890136719,277.8599853515625,270.0,270.6199951171875,267.1232604980469,908800
2020-05-07,273.8699951171875,274.20001220703125,265.010009765625,265.7300109863281,262.29644775390625,1003400
2020-05-08,270.5,274.760009765625,268.80999755859375,274.3299865722656,270.78533935546875,969000
2020-05-11,270.94000244140625,276.7200012207031,270.9100036621094,272.3699951171875,268.8506164550781,1157400
2020-05-12,275.8800048828125,280.7799987792969,272.9599914550781,272.9599914550781,269.43304443359375,1311800
2020-05-13,271.0799865722656,272.8999938964844,262.239990234375,267.79998779296875,264.3397216796875,1711400
2020-05-14,265.1700134277344,274.260009765625,263.2900085449219,273.2799987792969,269.7488708496094,1300700
2020-05-15,271.05999755859375,279.8299865722656,270.5799865722656,278.0899963378906,274.49676513671875,1174100
2020-05-18,284.9700012207031,287.7699890136719,278.8999938964844,279.9599914550781,276.34259033203125,1324500
2020-05-19,280.0,286.0,277.989990234375,281.1000061035156,277.4678649902344,1013100
2020-05-20,285.0,285.0,278.1600036621094,280.0,276.382080078125,1122200
2020-05-21,278.95001220703125,283.1400146484375,277.07000732421875,278.67999267578125,275.0791015625,1084300
2020-05-22,279.1000061035156,279.739990234375,275.5799865722656,277.1099853515625,273.5294189453125,889800
2020-05-26,283.7699890136719,285.989990234375,280.55999755859375,283.4200134277344,279.7579040527344,1248100
2020-05-27,286.25,287.6400146484375,277.57000732421875,287.25,283.53839111328125,1348400
2020-05-28,290.0,296.69000244140625,288.6099853515625,291.3699951171875,287.60516357421875,1303000
2020-05-29,291.8900146484375,294.8800048828125,286.760009765625,294.1099853515625,290.30975341796875,1859000
2020-06-01,293.2300109863281,293.989990234375,285.2200012207031,290.0299987792969,286.282470703125,1470800
2020-06-02,291.17999267578125,296.3999938964844,287.57000732421875,294.20001220703125,290.3985900878906,1219900
2020-06-03,296.0,299.32000732421875,287.9100036621094,289.2699890136719,285.53228759765625,1388700
2020-06-04,286.8399963378906,288.4800109863281,279.5400085449219,282.0899963378906,278.445068359375,1511500
2020-06-05,283.3500061035156,290.5199890136719,282.1199951171875,287.8900146484375,284.17010498046875,1730100
2020-06-08,286.3500061035156,301.6600036621094,286.1000061035156,300.5899963378906,296.7060241699219,1829800
2020-06-09,300.0,300.0,290.0,291.010009765625,288.1605529785156,1356000
2020-06-10,293.0,293.1400146484375,286.5299987792969,288.5400085449219,285.7147216796875,1185400
2020-06-11,283.8999938964844,284.1700134277344,262.2699890136719,264.5400085449219,261.9497375488281,2126600
2020-06-12,272.55999755859375,274.2699890136719,259.29998779296875,265.739990234375,263.137939453125,1464400
2020-06-15,257.8299865722656,264.760009765625,250.8800048828125,262.3299865722656,259.7613525390625,2096600
2020-06-16,273.0,273.17999267578125,264.5400085449219,267.42999267578125,264.8114013671875,1428500
2020-06-17,268.6600036621094,269.5299987792969,264.1700134277344,265.7200012207031,263.1181640625,1181500
2020-06-18,263.9200134277344,265.9100036621094,260.19000244140625,265.5299987792969,262.9300231933594,1062300
2020-06-19,270.2699890136719,272.6499938964844,266.3299865722656,266.42999267578125,263.8211975097656,1824600
2020-06-22,265.0,266.5299987792969,261.5799865722656,265.2099914550781,262.6131591796875,997300
2020-06-23,268.2300109863281,270.6099853515625,265.1499938964844,268.989990234375,266.3561096191406,890200
2020-06-24,265.0799865722656,266.0,254.85000610351562,257.30999755859375,254.79051208496094,1497800
2020-06-25,256.7099914550781,261.3599853515625,253.27000427246094,261.0,258.44439697265625,1469600
2020-06-26,259.8500061035156,264.6499938964844,254.42999267578125,255.64999389648438,253.1467742919922,1997400
2020-06-29,258.1499938964844,262.2900085449219,257.3599853515625,259.2699890136719,256.7313232421875,1365800
2020-06-30,259.75,264.6000061035156,256.739990234375,262.9800109863281,260.40496826171875,1195600
2020-07-01,267.19000244140625,270.1000061035156,264.5299987792969,268.67999267578125,266.0491638183594,1110100
2020-07-02,270.95001220703125,273.92999267578125,266.9700012207031,267.0,264.3856201171875,1008000
2020-07-06,271.3699951171875,271.6300048828125,267.1099853515625,269.0,266.36602783203125,859600
2020-07-07,266.5199890136719,268.8800048828125,264.4200134277344,264.8900146484375,262.2962951660156,862900
2020-07-08,266.2699890136719,266.92999267578125,260.42999267578125,262.5400085449219,259.9693298339844,1110100
2020-07-09,262.2200012207031,264.0400085449219,254.5500030517578,255.0,252.5031280517578,1265600
2020-07-10,256.92999267578125,257.0,253.75,255.0,252.5031280517578,982200
2020-07-13,256.3900146484375,262.3999938964844,256.010009765625,257.5799865722656,255.05784606933594,1325500
